,dst,src,timestamp
106,209.85.135.147,172.16.2.112,1191859447.05278
107,172.16.2.112,209.85.135.147,1191859447.095811
108,172.16.2.112,209.85.135.147,1191859447.120523
109,172.16.2.112,209.85.135.147,1191859447.123456
110,172.16.2.112,209.85.135.147,1191859447.123724
111,172.16.2.112,209.85.135.147,1191859447.123727
112,209.85.135.147,172.16.2.112,1191859447.129715
113,209.85.135.147,172.16.2.112,1191859447.130158
114,209.85.135.147,172.16.2.112,1191859447.130185
115,209.85.135.147,172.16.2.112,1191859447.493637
116,66.161.11.90,172.16.2.112,1191859467.75945
117,66.161.11.90,172.16.2.112,1191859470.723245
118,172.16.2.112,66.161.11.90,1191859470.918562
119,66.161.11.90,172.16.2.112,1191859470.921389
120,66.161.11.90,172.16.2.112,1191859470.921425
121,172.16.2.112,66.161.11.90,1191859471.104274
122,203.69.42.35,172.16.2.112,1191859491.798246
123,203.69.42.35,172.16.2.112,1191859494.794027
124,172.16.2.112,203.69.42.35,1191859495.113174
125,203.69.42.35,172.16.2.112,1191859495.114945
126,203.69.42.35,172.16.2.112,1191859495.115326
127,172.16.2.112,203.69.42.35,1191859495.438312
128,172.16.2.112,203.69.42.35,1191859495.445864
129,172.16.2.112,203.69.42.35,1191859495.44893
130,203.69.42.35,172.16.2.112,1191859495.499188
131,172.16.2.112,203.69.42.35,1191859495.830021
132,203.69.42.35,172.16.2.112,1191859495.832439
133,172.16.2.112,203.69.42.35,1191859495.833048
134,172.16.2.112,203.69.42.35,1191859495.836124
135,203.69.42.35,172.16.2.112,1191859495.837668
136,203.69.42.35,172.16.2.112,1191859495.903917
137,172.16.2.112,203.69.42.35,1191859496.159454
138,172.16.2.112,203.69.42.35,1191859496.162457
139,172.16.2.112,203.69.42.35,1191859496.165522
140,172.16.2.112,203.69.42.35,1191859496.168583
141,172.16.2.112,203.69.42.35,1191859496.1723
142,142.167.230.178,172.16.2.112,1191859502.89434
143,87.248.113.14,172.16.2.112,1191859515.867699
144,172.16.2.112,87.248.113.14,1191859515.932939
145,87.248.113.14,172.16.2.112,1191859515.934728
146,87.248.113.14,172.16.2.112,1191859515.936059
147,172.16.2.112,87.248.113.14,1191859515.991486
148,172.16.2.112,87.248.113.14,1191859515.996395
149,172.16.2.112,87.248.113.14,1191859518.931444
150,172.16.2.112,87.248.113.14,1191859524.931386
151,202.43.195.13,172.16.2.112,1191859539.897497
152,202.43.195.13,172.16.2.112,1191859542.84803
153,172.16.2.112,202.43.195.13,1191859543.166101
154,202.43.195.13,172.16.2.112,1191859543.174536
155,202.43.195.13,172.16.2.112,1191859543.174581
156,172.16.2.112,202.43.195.13,1191859543.50072
157,172.16.2.112,202.43.195.13,1191859543.500725
158,202.43.195.13,172.16.2.112,1191859543.506109
159,202.43.195.13,172.16.2.112,1191859543.506483
160,203.84.202.164,172.16.2.112,1191859543.510939
161,172.16.2.112,202.43.195.13,1191859543.827704
162,172.16.2.112,203.84.202.164,1191859543.845339
163,203.84.202.164,172.16.2.112,1191859543.847866
164,203.84.202.164,172.16.2.112,1191859543.84791
165,203.84.202.164,172.16.2.112,1191859546.761493
166,172.16.2.112,203.84.202.164,1191859546.831176
167,203.84.202.164,172.16.2.112,1191859546.832701
168,203.84.202.164,172.16.2.112,1191859552.786624
169,172.16.2.112,203.84.202.164,1191859552.831189
170,203.84.202.164,172.16.2.112,1191859552.833151
171,203.84.202.164,172.16.2.112,1191859564.724658
172,172.16.2.112,203.84.202.164,1191859564.832521
173,203.84.202.164,172.16.2.112,1191859564.8366
174,203.84.202.164,172.16.2.112,1191859588.695067
175,203.84.202.164,172.16.2.112,1191859636.756218
176,66.161.11.90,172.16.2.112,1191859756.18299
177,66.161.11.90,172.16.2.112,1191859759.141841
178,172.16.2.112,66.161.11.90,1191859759.329752
179,66.161.11.90,172.16.2.112,1191859759.335865
180,66.161.11.90,172.16.2.112,1191859759.335914
181,172.16.2.112,66.161.11.90,1191859759.521647
182,203.69.42.35,172.16.2.112,1191859780.473571
183,203.69.42.35,172.16.2.112,1191859783.419057
184,172.16.2.112,203.69.42.35,1191859783.737374
185,203.69.42.35,172.16.2.112,1191859783.746881
186,203.69.42.35,172.16.2.112,1191859783.747206
187,172.16.2.112,203.69.42.35,1191859784.064434
188,172.16.2.112,203.69.42.35,1191859784.071923
189,172.16.2.112,203.69.42.35,1191859784.075107
190,203.69.42.35,172.16.2.112,1191859784.079968
191,172.16.2.112,203.69.42.35,1191859784.419164
192,172.16.2.112,203.69.42.35,1191859784.422441
193,172.16.2.112,203.69.42.35,1191859784.425284
194,203.69.42.35,172.16.2.112,1191859784.432775
195,203.69.42.35,172.16.2.112,1191859784.433841
196,172.16.2.112,203.69.42.35,1191859784.75795
197,172.16.2.112,203.69.42.35,1191859784.761034
198,172.16.2.112,203.69.42.35,1191859787.412567
199,172.16.2.112,203.69.42.35,1191859792.872509
200,87.248.113.14,172.16.2.112,1191859804.252104
201,172.16.2.112,87.248.113.14,1191859804.335243
202,87.248.113.14,172.16.2.112,1191859804.340686
203,87.248.113.14,172.16.2.112,1191859804.340744
204,172.16.2.112,87.248.113.14,1191859804.397656
205,172.16.2.112,87.248.113.14,1191859804.398072
206,172.16.2.112,87.248.113.14,1191859807.323307
207,172.16.2.112,87.248.113.14,1191859813.322084
208,202.43.195.13,172.16.2.112,1191859828.286463
209,202.43.195.13,172.16.2.112,1191859831.272398
210,172.16.2.112,202.43.195.13,1191859831.590264
211,202.43.195.13,172.16.2.112,1191859831.591965
212,202.43.195.13,172.16.2.112,1191859831.593086
213,172.16.2.112,202.43.195.13,1191859831.910632
214,172.16.2.112,202.43.195.13,1191859831.911137
215,202.43.195.13,172.16.2.112,1191859831.915217
216,202.43.195.13,172.16.2.112,1191859831.915265
217,203.84.202.164,172.16.2.112,1191859831.920699
218,172.16.2.112,202.43.195.13,1191859832.243895
219,172.16.2.112,203.84.202.164,1191859832.248949
220,203.84.202.164,172.16.2.112,1191859832.257233
221,203.84.202.164,172.16.2.112,1191859832.257285
222,203.84.202.164,172.16.2.112,1191859835.184982
223,172.16.2.112,203.84.202.164,1191859835.25881
224,203.84.202.164,172.16.2.112,1191859835.260717
225,203.84.202.164,172.16.2.112,1191859841.103971
226,172.16.2.112,203.84.202.164,1191859841.256752
227,203.84.202.164,172.16.2.112,1191859841.258248
228,203.84.202.164,172.16.2.112,1191859853.150094
229,172.16.2.112,203.84.202.164,1191859853.251038
230,203.84.202.164,172.16.2.112,1191859853.259454
231,203.84.202.164,172.16.2.112,1191859877.153056
232,203.84.202.164,172.16.2.112,1191859925.173263
233,66.161.11.90,172.16.2.112,1191860044.65842
234,66.161.11.90,172.16.2.112,1191860047.56702
235,172.16.2.112,66.161.11.90,1191860047.756285
236,66.161.11.90,172.16.2.112,1191860047.763948
237,66.161.11.90,172.16.2.112,1191860047.764265
238,172.16.2.112,66.161.11.90,1191860047.955128
239,202.43.195.13,172.16.2.112,1191860068.633244
240,202.43.195.13,172.16.2.112,1191860071.542299
241,172.16.2.112,202.43.195.13,1191860071.867188
242,202.43.195.13,172.16.2.112,1191860071.869193
243,202.43.195.13,172.16.2.112,1191860071.86924
244,172.16.2.112,202.43.195.13,1191860072.193736
245,172.16.2.112,202.43.195.13,1191860072.194234
246,202.43.195.13,172.16.2.112,1191860072.198696
247,202.43.195.13,172.16.2.112,1191860072.198745
248,203.84.202.164,172.16.2.112,1191860072.204326
249,172.16.2.112,202.43.195.13,1191860072.517142
250,172.16.2.112,203.84.202.164,1191860072.534445
251,203.84.202.164,172.16.2.112,1191860072.536599
252,203.84.202.164,172.16.2.112,1191860072.537355
253,203.84.202.164,172.16.2.112,1191860075.454845
254,172.16.2.112,203.84.202.164,1191860075.534074
255,203.84.202.164,172.16.2.112,1191860075.535542
256,203.84.202.164,172.16.2.112,1191860081.474107
257,172.16.2.112,203.84.202.164,1191860081.533753
258,203.84.202.164,172.16.2.112,1191860081.542066
259,203.84.202.164,172.16.2.112,1191860093.419458
260,172.16.2.112,203.84.202.164,1191860093.533172
261,203.84.202.164,172.16.2.112,1191860093.541298
262,203.84.202.164,172.16.2.112,1191860117.490022
263,203.148.65.19,172.16.2.112,1191860144.403753
264,172.16.2.112,203.148.65.19,1191860144.844067
265,203.84.202.164,172.16.2.112,1191860165.443414
266,74.118.87.66,172.16.2.112,1191860226.87492
267,172.16.2.112,74.118.87.66,1191860227.018914
268,74.118.87.66,172.16.2.112,1191860227.317806
269,172.16.2.112,74.118.87.66,1191860227.465022
270,87.248.113.14,172.16.2.112,1191860285.619029
271,172.16.2.112,87.248.113.14,1191860285.678245
272,87.248.113.14,172.16.2.112,1191860285.680439
273,87.248.113.14,172.16.2.112,1191860285.680477
274,172.16.2.112,87.248.113.14,1191860285.738754
275,172.16.2.112,87.248.113.14,1191860285.73917
276,172.16.2.112,87.248.113.14,1191860288.678918
277,172.16.2.112,87.248.113.14,1191860294.677638
278,202.43.195.13,172.16.2.112,1191860308.992107
279,202.43.195.13,172.16.2.112,1191860311.912871
280,172.16.2.112,202.43.195.13,1191860312.230855
281,202.43.195.13,172.16.2.112,1191860312.232904
282,202.43.195.13,172.16.2.112,1191860312.232942
283,172.16.2.112,202.43.195.13,1191860312.551595
284,172.16.2.112,202.43.195.13,1191860312.552329
285,202.43.195.13,172.16.2.112,1191860312.556221
286,202.43.195.13,172.16.2.112,1191860312.556256
287,203.84.202.164,172.16.2.112,1191860312.560483
288,172.16.2.112,202.43.195.13,1191860312.876836
289,172.16.2.112,203.84.202.164,1191860313.045376
290,203.84.202.164,172.16.2.112,1191860313.04734
291,203.84.202.164,172.16.2.112,1191860313.047724
292,203.84.202.164,172.16.2.112,1191860316.025784
293,172.16.2.112,203.84.202.164,1191860316.054536
294,203.84.202.164,172.16.2.112,1191860316.064127
295,172.16.2.112,203.84.202.164,1191860322.04045
296,203.84.202.164,172.16.2.112,1191860322.041956
297,203.84.202.164,172.16.2.112,1191860322.045745
298,71.241.103.184,172.16.2.112,1191860326.691114
299,172.16.2.112,203.84.202.164,1191860334.040386
300,203.84.202.164,172.16.2.112,1191860334.041844
301,203.84.202.164,172.16.2.112,1191860334.090701
302,213.84.217.49,172.16.2.112,1191860351.84549
303,203.84.202.164,172.16.2.112,1191860358.060646
304,172.16.2.112,74.118.87.66,1191860386.982109
305,74.118.87.66,172.16.2.112,1191860386.985696
306,142.167.159.84,172.16.2.112,1191860394.661911
307,172.16.2.112,142.167.159.84,1191860394.821372
308,203.84.202.164,172.16.2.112,1191860406.020812
309,81.244.175.82,172.16.2.112,1191860490.979557
310,172.16.2.112,81.244.175.82,1191860491.083389
311,62.80.199.21,172.16.2.112,1191860501.314664
312,172.16.2.112,62.80.199.21,1191860501.415131
313,71.29.190.156,172.16.2.112,1191860501.580749
314,172.16.2.112,71.29.190.156,1191860501.83806
315,87.79.139.205,172.16.2.112,1191860520.960461
316,66.161.11.90,172.16.2.112,1191860525.309133
317,66.161.11.90,172.16.2.112,1191860528.306173
318,172.16.2.112,66.161.11.90,1191860528.507458
319,66.161.11.90,172.16.2.112,1191860528.514377
320,66.161.11.90,172.16.2.112,1191860528.514418
321,172.16.2.112,66.161.11.90,1191860528.700233
322,203.69.42.35,172.16.2.112,1191860549.336333
323,203.69.42.35,172.16.2.112,1191860552.284936
324,172.16.2.112,203.69.42.35,1191860552.603748
325,203.69.42.35,172.16.2.112,1191860552.61264
326,203.69.42.35,172.16.2.112,1191860552.61268
327,172.16.2.112,203.69.42.35,1191860552.937734
328,172.16.2.112,203.69.42.35,1191860552.943616
329,172.16.2.112,203.69.42.35,1191860552.946696
330,203.69.42.35,172.16.2.112,1191860552.948365
331,172.16.2.112,203.69.42.35,1191860553.281842
332,172.16.2.112,203.69.42.35,1191860553.284838
333,203.69.42.35,172.16.2.112,1191860553.28627
334,203.69.42.35,172.16.2.112,1191860553.286318
335,172.16.2.112,203.69.42.35,1191860553.288164
336,172.16.2.112,203.69.42.35,1191860556.288604
337,172.16.2.112,203.69.42.35,1191860562.412926
338,81.216.211.121,172.16.2.112,1191860564.945083
339,172.16.2.112,81.216.211.121,1191860565.13361
340,87.248.113.14,172.16.2.112,1191860573.366903
341,172.16.2.112,87.248.113.14,1191860573.525648
342,87.248.113.14,172.16.2.112,1191860573.534506
343,87.248.113.14,172.16.2.112,1191860573.534543
344,172.16.2.112,87.248.113.14,1191860573.595591
345,172.16.2.112,87.248.113.14,1191860573.596009
346,172.16.2.112,87.248.113.14,1191860576.530816
347,62.80.199.21,172.16.2.112,1191860576.894061
348,172.16.2.112,62.80.199.21,1191860576.976781
349,85.23.31.244,172.16.2.112,1191860578.656637
350,172.16.2.112,85.23.31.244,1191860578.715396
351,172.16.2.112,87.248.113.14,1191860582.525595
352,202.43.195.13,172.16.2.112,1191860597.40679
353,202.43.195.13,172.16.2.112,1191860600.3369
354,172.16.2.112,202.43.195.13,1191860600.658059
355,202.43.195.13,172.16.2.112,1191860600.660036
356,202.43.195.13,172.16.2.112,1191860600.660081
357,172.16.2.112,202.43.195.13,1191860601.00254
358,172.16.2.112,202.43.195.13,1191860601.002724
359,202.43.195.13,172.16.2.112,1191860601.01378
360,202.43.195.13,172.16.2.112,1191860601.014094
361,203.84.202.164,172.16.2.112,1191860601.018315
362,172.16.2.112,202.43.195.13,1191860601.336041
363,172.16.2.112,203.84.202.164,1191860601.364021
364,203.84.202.164,172.16.2.112,1191860601.372416
365,203.84.202.164,172.16.2.112,1191860601.373724
366,85.23.31.244,172.16.2.112,1191860603.162421
367,172.16.2.112,85.23.31.244,1191860603.222438
368,203.84.202.164,172.16.2.112,1191860604.349731
369,172.16.2.112,203.84.202.164,1191860604.362213
370,203.84.202.164,172.16.2.112,1191860604.363992
371,172.16.2.112,203.84.202.164,1191860610.366328
372,203.84.202.164,172.16.2.112,1191860610.368211
373,203.84.202.164,172.16.2.112,1191860610.368826
374,203.84.202.164,172.16.2.112,1191860622.308744
375,172.16.2.112,203.84.202.164,1191860622.361857
376,203.84.202.164,172.16.2.112,1191860622.363381
377,203.148.65.19,172.16.2.112,1191860634.892755
378,172.16.2.112,203.148.65.19,1191860635.069229
379,203.148.65.19,172.16.2.112,1191860644.905753
380,172.16.2.112,203.148.65.19,1191860645.099276
381,203.84.202.164,172.16.2.112,1191860646.384732
382,81.216.211.121,172.16.2.112,1191860679.719337
383,172.16.2.112,81.216.211.121,1191860679.927131
384,85.228.207.80,172.16.2.112,1191860680.10461
385,172.16.2.112,85.228.207.80,1191860680.178324
386,68.150.144.20,172.16.2.112,1191860680.53697
387,81.216.211.121,172.16.2.112,1191860689.736525
388,172.16.2.112,81.216.211.121,1191860689.944485
389,203.84.202.164,172.16.2.112,1191860694.338047
390,85.23.31.244,172.16.2.112,1191860726.695512
391,172.16.2.112,85.23.31.244,1191860726.755612
392,83.93.250.169,172.16.2.112,1191860729.804411
393,41.207.16.220,172.16.2.112,1191860734.908355
394,172.16.2.112,41.207.16.220,1191860735.190721
395,70.55.81.143,172.16.2.112,1191860779.723867
396,24.211.43.39,172.16.2.112,1191860786.958973
397,172.16.2.112,24.211.43.39,1191860787.17648
398,85.23.31.244,172.16.2.112,1191860787.971401
399,172.16.2.112,85.23.31.244,1191860788.03144
400,85.23.31.244,172.16.2.112,1191860789.163614
401,85.23.31.244,172.16.2.112,1191860789.214211
402,172.16.2.112,85.23.31.244,1191860789.24651
403,85.23.31.244,172.16.2.112,1191860789.264866
404,172.16.2.112,85.23.31.244,1191860789.285663
405,85.23.31.244,172.16.2.112,1191860789.315042
406,172.16.2.112,85.23.31.244,1191860789.335725
407,85.23.31.244,172.16.2.112,1191860789.365427
408,172.16.2.112,85.23.31.244,1191860789.404036
409,85.23.31.244,172.16.2.112,1191860789.415313
410,172.16.2.112,85.23.31.244,1191860789.451898
411,85.23.31.244,172.16.2.112,1191860789.465618
412,172.16.2.112,85.23.31.244,1191860789.503964
413,85.23.31.244,172.16.2.112,1191860789.515424
414,172.16.2.112,85.23.31.244,1191860789.551181
415,87.248.113.14,172.16.2.112,1191860813.719475
416,172.16.2.112,87.248.113.14,1191860813.846086
417,87.248.113.14,172.16.2.112,1191860813.848369
418,87.248.113.14,172.16.2.112,1191860813.848688
419,172.16.2.112,87.248.113.14,1191860813.906
420,172.16.2.112,87.248.113.14,1191860813.906442
421,172.16.2.112,87.248.113.14,1191860816.84573
422,58.233.189.225,172.16.2.112,1191860820.525599
423,172.16.2.112,87.248.113.14,1191860822.845564
424,202.43.195.13,172.16.2.112,1191860837.758827
425,202.43.195.13,172.16.2.112,1191860840.626756
426,172.16.2.112,202.43.195.13,1191860840.950839
427,202.43.195.13,172.16.2.112,1191860840.952931
428,202.43.195.13,172.16.2.112,1191860840.952984
429,172.16.2.112,202.43.195.13,1191860841.271146
430,172.16.2.112,202.43.195.13,1191860841.271603
431,202.43.195.13,172.16.2.112,1191860841.274183
432,202.43.195.13,172.16.2.112,1191860841.27421
433,203.84.202.164,172.16.2.112,1191860841.278433
434,172.16.2.112,202.43.195.13,1191860841.59084
435,172.16.2.112,203.84.202.164,1191860841.618945
436,203.84.202.164,172.16.2.112,1191860841.630412
437,203.84.202.164,172.16.2.112,1191860841.630452
438,172.16.2.112,203.84.202.164,1191860844.618987
439,203.84.202.164,172.16.2.112,1191860844.627203
440,203.84.202.164,172.16.2.112,1191860844.627511
441,81.216.211.121,172.16.2.112,1191860849.816126
442,172.16.2.112,81.216.211.121,1191860850.010821
443,172.16.2.112,203.84.202.164,1191860850.618623
444,203.84.202.164,172.16.2.112,1191860850.620355
445,203.84.202.164,172.16.2.112,1191860850.646062
446,172.16.2.112,203.84.202.164,1191860862.618311
447,203.84.202.164,172.16.2.112,1191860862.619805
448,203.84.202.164,172.16.2.112,1191860862.677502
449,203.84.202.164,172.16.2.112,1191860886.654866
450,80.221.4.200,172.16.2.112,1191860890.141738
451,77.96.104.156,172.16.2.112,1191860900.506783
452,172.16.2.112,77.96.104.156,1191860900.711408
453,203.84.202.164,172.16.2.112,1191860934.608763
454,67.175.69.22,172.16.2.112,1191860990.899377
455,172.16.2.112,67.175.69.22,1191860991.046833
456,172.16.2.112,67.175.69.22,1191860991.047116
457,67.175.69.22,172.16.2.112,1191860991.082954
458,209.85.135.99,172.16.2.112,1191861054.462281
459,172.16.2.112,209.85.135.99,1191861054.528937
460,209.85.135.99,172.16.2.112,1191861054.530637
461,209.85.135.99,172.16.2.112,1191861054.532692
462,172.16.2.112,209.85.135.99,1191861054.575136
463,172.16.2.112,209.85.135.99,1191861054.580533
464,209.85.135.99,172.16.2.112,1191861054.583261
465,209.85.135.99,172.16.2.112,1191861054.583284
466,209.85.135.103,172.16.2.112,1191861054.591742
467,172.16.2.112,209.85.135.99,1191861054.625065
468,172.16.2.112,209.85.135.103,1191861054.637323
469,209.85.135.103,172.16.2.112,1191861054.63937
470,209.85.135.103,172.16.2.112,1191861054.639419
471,172.16.2.112,209.85.135.103,1191861054.692596
472,172.16.2.112,209.85.135.103,1191861054.704688
473,172.16.2.112,209.85.135.103,1191861054.707634
474,172.16.2.112,209.85.135.103,1191861054.707891
475,172.16.2.112,209.85.135.103,1191861054.708013
476,209.85.135.103,172.16.2.112,1191861054.714621
477,209.85.135.103,172.16.2.112,1191861054.714665
478,209.85.135.103,172.16.2.112,1191861054.714688
479,209.85.135.103,172.16.2.112,1191861054.878317
480,74.135.78.225,172.16.2.112,1191861061.980385
481,172.16.2.112,74.135.78.225,1191861062.130376
482,203.148.65.19,172.16.2.112,1191861063.390779
483,172.16.2.112,203.148.65.19,1191861063.567589
484,203.69.42.35,172.16.2.112,1191861078.102179
485,172.16.2.112,203.69.42.35,1191861078.4885
486,203.69.42.35,172.16.2.112,1191861078.491488
487,203.69.42.35,172.16.2.112,1191861078.491525
488,203.69.42.35,172.16.2.112,1191861081.478979
489,172.16.2.112,203.69.42.35,1191861081.826338
490,172.16.2.112,203.69.42.35,1191861081.826343
491,203.69.42.35,172.16.2.112,1191861081.828247
492,172.16.2.112,203.69.42.35,1191861081.832246
493,203.69.42.35,172.16.2.112,1191861081.980171
494,172.16.2.112,203.69.42.35,1191861082.311025
495,172.16.2.112,203.69.42.35,1191861082.314061
496,203.69.42.35,172.16.2.112,1191861082.315635
497,203.69.42.35,172.16.2.112,1191861082.317341
498,172.16.2.112,203.69.42.35,1191861082.319053
499,87.248.113.14,172.16.2.112,1191861102.179142
500,172.16.2.112,87.248.113.14,1191861102.256723
501,87.248.113.14,172.16.2.112,1191861102.25968
502,87.248.113.14,172.16.2.112,1191861102.259718
503,172.16.2.112,87.248.113.14,1191861102.316549
504,172.16.2.112,87.248.113.14,1191861102.316777
505,172.16.2.112,87.248.113.14,1191861105.254409
506,172.16.2.112,87.248.113.14,1191861111.254577
507,66.161.11.90,172.16.2.112,1191861126.167939
508,66.161.11.90,172.16.2.112,1191861129.138415
509,172.16.2.112,66.161.11.90,1191861129.322267
510,66.161.11.90,172.16.2.112,1191861129.331387
511,66.161.11.90,172.16.2.112,1191861129.331744
512,172.16.2.112,66.161.11.90,1191861129.520975
513,209.85.135.99,172.16.2.112,1191861150.207861
514,172.16.2.112,209.85.135.99,1191861150.25681
515,209.85.135.99,172.16.2.112,1191861150.266438
516,209.85.135.99,172.16.2.112,1191861150.268221
517,172.16.2.112,209.85.135.99,1191861150.309605
518,172.16.2.112,209.85.135.99,1191861150.315851
519,209.85.135.99,172.16.2.112,1191861150.31954
520,209.85.135.99,172.16.2.112,1191861150.319858
521,209.85.135.103,172.16.2.112,1191861150.3232
522,172.16.2.112,209.85.135.99,1191861150.360392
523,172.16.2.112,209.85.135.103,1191861150.364905
524,209.85.135.103,172.16.2.112,1191861150.369828
525,209.85.135.103,172.16.2.112,1191861150.370218
526,172.16.2.112,209.85.135.103,1191861150.411363
527,172.16.2.112,209.85.135.103,1191861150.423753
528,172.16.2.112,209.85.135.103,1191861150.426755
529,172.16.2.112,209.85.135.103,1191861150.427025
530,172.16.2.112,209.85.135.103,1191861150.427027
531,209.85.135.103,172.16.2.112,1191861150.42902
532,209.85.135.103,172.16.2.112,1191861150.429897
533,209.85.135.103,172.16.2.112,1191861150.461106
534,203.69.42.35,172.16.2.112,1191861174.239913
535,203.69.42.35,172.16.2.112,1191861177.185264
536,172.16.2.112,203.69.42.35,1191861177.504712
