,dst,src,timestamp
113,172.16.2.114,64.131.64.240,1191934125.473863
114,64.131.64.240,172.16.2.114,1191934125.4765
115,172.16.2.114,64.131.64.240,1191934125.579252
116,64.131.64.240,172.16.2.114,1191934125.590037
117,64.131.64.240,172.16.2.114,1191934125.591157
118,172.16.2.114,64.131.64.240,1191934125.596037
119,64.131.64.240,172.16.2.114,1191934125.597706
120,64.131.64.240,172.16.2.114,1191934125.598087
121,172.16.2.114,64.131.64.240,1191934125.609934
122,64.131.64.240,172.16.2.114,1191934125.618653
123,172.16.2.114,64.131.64.240,1191934125.710717
124,172.16.2.114,64.131.64.240,1191934125.713808
125,64.131.64.240,172.16.2.114,1191934125.716623
126,172.16.2.114,64.131.64.240,1191934125.728824
127,172.16.2.114,64.131.64.240,1191934125.73474
128,172.16.2.114,64.131.64.240,1191934125.734747
129,64.131.64.240,172.16.2.114,1191934125.736687
130,172.16.2.114,64.131.64.240,1191934125.753322
131,172.16.2.114,64.131.64.240,1191934125.756409
132,64.131.64.240,172.16.2.114,1191934125.758145
133,172.16.2.114,64.131.64.240,1191934125.759696
134,64.131.64.240,172.16.2.114,1191934125.761576
135,172.16.2.114,64.131.64.240,1191934125.840225
136,172.16.2.114,64.131.64.240,1191934125.871936
137,172.16.2.114,64.131.64.240,1191934125.873167
138,64.131.64.240,172.16.2.114,1191934125.874577
139,172.16.2.114,64.131.64.240,1191934125.875832
140,64.131.64.240,172.16.2.114,1191934125.877388
141,172.16.2.114,64.131.64.240,1191934125.886487
142,64.131.64.240,172.16.2.114,1191934125.891116
143,172.16.2.114,64.131.64.240,1191934125.892557
144,64.131.64.240,172.16.2.114,1191934125.895873
145,64.131.64.240,172.16.2.114,1191934125.984571
146,172.16.2.114,64.131.64.240,1191934132.248353
147,64.131.64.240,172.16.2.114,1191934132.249617
148,172.16.2.114,64.131.64.240,1191934132.258638
149,172.16.2.114,64.131.64.240,1191934132.258697
150,64.131.64.240,172.16.2.114,1191934132.259932
151,64.131.64.240,172.16.2.114,1191934132.261033
152,172.16.2.114,64.131.64.240,1191934132.642466
153,64.131.64.240,172.16.2.114,1191934132.643919
154,64.131.64.240,172.16.2.114,1191934135.90903
155,64.131.64.240,172.16.2.114,1191934135.909059
156,64.131.64.240,172.16.2.114,1191934135.909083
157,209.85.135.104,172.16.2.114,1191934185.981446
158,64.131.64.240,172.16.2.114,1191934282.263509
159,172.16.2.114,64.131.64.240,1191934282.474147
160,64.131.64.240,172.16.2.114,1191934282.477388
161,64.131.64.240,172.16.2.114,1191934282.477443
162,172.16.2.114,64.131.64.240,1191934282.61044
163,172.16.2.114,64.131.64.240,1191934282.614193
164,64.131.64.240,172.16.2.114,1191934282.809597
165,172.16.2.114,64.131.64.240,1191934282.943361
166,64.131.64.240,172.16.2.114,1191934282.944782
167,172.16.2.114,64.131.64.240,1191934283.952183
168,64.131.64.240,172.16.2.114,1191934284.11163
169,172.16.2.114,64.131.64.240,1191934284.250386
170,64.131.64.240,172.16.2.114,1191934284.252128
171,172.16.2.114,64.131.64.240,1191934289.317562
172,64.131.64.240,172.16.2.114,1191934289.31889
173,64.131.64.240,172.16.2.114,1191934294.263149
174,70.85.4.244,172.16.2.114,1191934304.337805
175,70.85.4.244,172.16.2.114,1191934310.34604
176,172.16.2.114,70.85.4.244,1191934310.496407
177,70.85.4.244,172.16.2.114,1191934310.499499
178,70.85.4.244,172.16.2.114,1191934310.499551
179,172.16.2.114,70.85.4.244,1191934310.649749
180,172.16.2.114,70.85.4.244,1191934310.818731
181,172.16.2.114,70.85.4.244,1191934310.821817
182,70.85.4.244,172.16.2.114,1191934310.823227
183,172.16.2.114,70.85.4.244,1191934310.981519
184,172.16.2.114,70.85.4.244,1191934310.982752
185,172.16.2.114,70.85.4.244,1191934310.985471
186,70.85.4.244,172.16.2.114,1191934310.986258
187,70.85.4.244,172.16.2.114,1191934310.991185
188,172.16.2.114,70.85.4.244,1191934311.144387
189,172.16.2.114,70.85.4.244,1191934311.145615
190,70.85.4.244,172.16.2.114,1191934311.146394
191,172.16.2.114,70.85.4.244,1191934311.155975
192,172.16.2.114,70.85.4.244,1191934311.156401
193,172.16.2.114,70.85.4.244,1191934311.159858
194,70.85.4.244,172.16.2.114,1191934311.162283
195,70.85.4.244,172.16.2.114,1191934311.162318
196,70.85.4.244,172.16.2.114,1191934311.162341
197,70.85.4.244,172.16.2.114,1191934311.164699
198,172.16.2.114,70.85.4.244,1191934311.295309
199,70.85.4.244,172.16.2.114,1191934311.300066
200,172.16.2.114,70.85.4.244,1191934311.450053
201,172.16.2.114,70.85.4.244,1191934311.483755
202,70.85.4.244,172.16.2.114,1191934311.64802
203,172.16.2.114,70.85.4.244,1191934313.482833
204,70.85.4.244,172.16.2.114,1191934313.487263
205,70.85.4.244,172.16.2.114,1191934314.151738
206,172.16.2.114,70.85.4.244,1191934314.305326
207,70.85.4.244,172.16.2.114,1191934314.308071
208,70.85.4.244,172.16.2.114,1191934314.308123
209,172.16.2.114,70.85.4.244,1191934314.470126
210,172.16.2.114,70.85.4.244,1191934314.473941
211,172.16.2.114,70.85.4.244,1191934314.476236
212,70.85.4.244,172.16.2.114,1191934314.4786
213,172.16.2.114,70.85.4.244,1191934314.640057
214,172.16.2.114,70.85.4.244,1191934314.642403
215,70.85.4.244,172.16.2.114,1191934314.642752
216,70.85.4.244,172.16.2.114,1191934314.690456
217,70.85.4.244,172.16.2.114,1191934314.69051
218,172.16.2.114,70.85.4.244,1191934314.847181
219,172.16.2.114,70.85.4.244,1191934314.855363
220,172.16.2.114,70.85.4.244,1191934314.858829
221,172.16.2.114,70.85.4.244,1191934314.860061
222,70.85.4.244,172.16.2.114,1191934314.86029
223,70.85.4.244,172.16.2.114,1191934314.8619
224,172.16.2.114,70.85.4.244,1191934315.022761
225,172.16.2.114,70.85.4.244,1191934315.025797
226,70.85.4.244,172.16.2.114,1191934315.027287
227,172.16.2.114,70.85.4.244,1191934315.0289
228,70.85.4.244,172.16.2.114,1191934315.030359
229,172.16.2.114,70.85.4.244,1191934315.032018
230,172.16.2.114,70.85.4.244,1191934315.034516
231,70.85.4.244,172.16.2.114,1191934315.036264
232,70.85.4.244,172.16.2.114,1191934315.078334
233,70.85.4.244,172.16.2.114,1191934315.092102
234,172.16.2.114,70.85.4.244,1191934315.233419
235,70.85.4.244,172.16.2.114,1191934315.234881
236,172.16.2.114,70.85.4.244,1191934315.238293
237,70.85.4.244,172.16.2.114,1191934315.239792
238,70.85.4.244,172.16.2.114,1191934315.303771
239,172.16.2.114,70.85.4.244,1191934315.468343
240,70.85.4.244,172.16.2.114,1191934315.477608
241,172.16.2.114,70.85.4.244,1191934315.633222
242,216.73.86.152,172.16.2.114,1191934315.664665
243,70.85.4.244,172.16.2.114,1191934315.664722
244,172.16.2.114,70.85.4.244,1191934316.054941
245,70.85.4.244,172.16.2.114,1191934316.056396
246,70.85.4.244,172.16.2.114,1191934317.155901
247,172.16.2.114,70.85.4.244,1191934317.319345
248,70.85.4.244,172.16.2.114,1191934317.349279
249,172.16.2.114,70.85.4.244,1191934317.505608
250,70.85.4.244,172.16.2.114,1191934317.511193
251,172.16.2.114,70.85.4.244,1191934317.92412
252,70.85.4.244,172.16.2.114,1191934317.928738
253,70.85.4.244,172.16.2.114,1191934318.05709
254,172.16.2.114,70.85.4.244,1191934318.211404
255,70.85.4.244,172.16.2.114,1191934318.213246
256,70.85.4.244,172.16.2.114,1191934318.213298
257,172.16.2.114,70.85.4.244,1191934318.364677
258,172.16.2.114,70.85.4.244,1191934318.372413
259,172.16.2.114,70.85.4.244,1191934318.37551
260,70.85.4.244,172.16.2.114,1191934318.3769
261,172.16.2.114,70.85.4.244,1191934318.533977
262,172.16.2.114,70.85.4.244,1191934318.534399
263,70.85.4.244,172.16.2.114,1191934318.542092
264,70.85.4.244,172.16.2.114,1191934318.547053
265,216.73.86.152,172.16.2.114,1191934318.657994
266,70.85.4.244,172.16.2.114,1191934318.758324
267,172.16.2.114,216.73.86.152,1191934318.769305
268,216.73.86.152,172.16.2.114,1191934318.771113
269,216.73.86.152,172.16.2.114,1191934318.771167
270,172.16.2.114,216.73.86.152,1191934318.892044
271,216.73.86.152,172.16.2.114,1191934318.894089
272,172.16.2.114,70.85.4.244,1191934318.91175
273,70.85.4.244,172.16.2.114,1191934318.940433
274,216.73.86.152,172.16.2.114,1191934318.961538
275,172.16.2.114,216.73.86.152,1191934319.067534
276,172.16.2.114,70.85.4.244,1191934319.102876
277,172.16.2.114,70.85.4.244,1191934319.169554
278,70.85.4.244,172.16.2.114,1191934319.171689
279,204.11.109.23,172.16.2.114,1191934319.224657
280,70.85.4.244,172.16.2.114,1191934319.258859
281,172.16.2.114,204.11.109.23,1191934319.401607
282,204.11.109.23,172.16.2.114,1191934319.403536
283,204.11.109.23,172.16.2.114,1191934319.403597
284,172.16.2.114,204.11.109.23,1191934319.576817
285,172.16.2.114,204.11.109.23,1191934319.578116
286,172.16.2.114,204.11.109.23,1191934319.578121
287,204.11.109.23,172.16.2.114,1191934319.584724
288,204.11.109.23,172.16.2.114,1191934319.587424
289,204.11.109.23,172.16.2.114,1191934319.590667
290,172.16.2.114,204.11.109.23,1191934319.777909
291,204.11.109.23,172.16.2.114,1191934319.783392
292,172.16.2.114,70.85.4.244,1191934320.128672
293,70.85.4.244,172.16.2.114,1191934320.130344
294,172.16.2.114,70.85.4.244,1191934320.37362
295,70.85.4.244,172.16.2.114,1191934320.37578
296,70.85.4.244,172.16.2.114,1191934320.375813
297,70.85.4.244,172.16.2.114,1191934320.376199
298,172.16.2.114,70.85.4.244,1191934320.527771
299,172.16.2.114,70.85.4.244,1191934320.53104
300,70.85.4.244,172.16.2.114,1191934320.532028
301,70.85.4.244,172.16.2.114,1191934320.661011
302,172.16.2.114,70.85.4.244,1191934320.688979
303,172.16.2.114,70.85.4.244,1191934322.543514
304,70.85.4.244,172.16.2.114,1191934322.545189
305,204.11.109.23,172.16.2.114,1191934322.764157
306,172.16.2.114,204.11.109.23,1191934322.936321
307,172.16.2.114,204.11.109.23,1191934322.938396
308,172.16.2.114,204.11.109.23,1191934322.939452
309,204.11.109.23,172.16.2.114,1191934322.940887
310,204.11.109.23,172.16.2.114,1191934322.942441
311,70.85.4.244,172.16.2.114,1191934322.952842
312,70.85.4.244,172.16.2.114,1191934322.988868
313,70.85.4.244,172.16.2.114,1191934323.00135
314,172.16.2.114,70.85.4.244,1191934323.104177
315,172.16.2.114,204.11.109.23,1191934323.113019
316,70.85.4.244,172.16.2.114,1191934325.868562
317,70.85.4.244,172.16.2.114,1191934325.868588
318,172.16.2.114,70.85.4.244,1191934326.021754
319,172.16.2.114,70.85.4.244,1191934326.022162
320,70.85.4.244,172.16.2.114,1191934326.023197
321,70.85.4.244,172.16.2.114,1191934326.025516
322,70.85.4.244,172.16.2.114,1191934326.026026
323,70.85.4.244,172.16.2.114,1191934326.026506
324,172.16.2.114,70.85.4.244,1191934326.179044
325,172.16.2.114,70.85.4.244,1191934326.179235
326,172.16.2.114,70.85.4.244,1191934326.184044
327,172.16.2.114,70.85.4.244,1191934326.185895
328,70.85.4.244,172.16.2.114,1191934326.216694
329,70.85.4.244,172.16.2.114,1191934326.216722
330,172.16.2.114,70.85.4.244,1191934326.411697
331,172.16.2.114,70.85.4.244,1191934326.411757
332,172.16.2.114,70.85.4.244,1191934326.499727
333,172.16.2.114,70.85.4.244,1191934326.501785
334,70.85.4.244,172.16.2.114,1191934326.506386
335,172.16.2.114,70.85.4.244,1191934326.659902
336,172.16.2.114,70.85.4.244,1191934326.660233
337,70.85.4.244,172.16.2.114,1191934326.661633
338,172.16.2.114,70.85.4.244,1191934326.66566
339,70.85.4.244,172.16.2.114,1191934326.667159
340,70.85.4.244,172.16.2.114,1191934326.669703
341,70.85.4.244,172.16.2.114,1191934326.727128
342,70.85.4.244,172.16.2.114,1191934326.728403
343,172.16.2.114,70.85.4.244,1191934326.88517
344,172.16.2.114,70.85.4.244,1191934326.885969
345,172.16.2.114,70.85.4.244,1191934326.889741
346,70.85.4.244,172.16.2.114,1191934326.892858
347,70.85.4.244,172.16.2.114,1191934326.937339
348,172.16.2.114,70.85.4.244,1191934327.046855
349,70.85.4.244,172.16.2.114,1191934327.051029
350,172.16.2.114,70.85.4.244,1191934327.09074
351,70.85.4.244,172.16.2.114,1191934327.096891
352,172.16.2.114,70.85.4.244,1191934327.206368
353,70.85.4.244,172.16.2.114,1191934327.214133
354,172.16.2.114,70.85.4.244,1191934327.250053
355,70.85.4.244,172.16.2.114,1191934327.252067
356,172.16.2.114,70.85.4.244,1191934327.257126
357,70.85.4.244,172.16.2.114,1191934327.258761
358,70.85.4.244,172.16.2.114,1191934327.307371
359,172.16.2.114,70.85.4.244,1191934327.373078
360,172.16.2.114,70.85.4.244,1191934327.374622
361,70.85.4.244,172.16.2.114,1191934327.377453
362,70.85.4.244,172.16.2.114,1191934327.377477
363,70.85.4.244,172.16.2.114,1191934327.39182
364,209.85.129.166,172.16.2.114,1191934327.459654
365,172.16.2.114,70.85.4.244,1191934327.459661
366,70.85.4.244,172.16.2.114,1191934327.460907
367,172.16.2.114,70.85.4.244,1191934327.466694
368,70.85.4.244,172.16.2.114,1191934327.468208
369,70.85.4.244,172.16.2.114,1191934327.472036
370,172.16.2.114,209.85.129.166,1191934327.484556
371,209.85.129.166,172.16.2.114,1191934327.490925
372,209.85.129.166,172.16.2.114,1191934327.49104
373,172.16.2.114,209.85.129.166,1191934327.532041
374,172.16.2.114,70.85.4.244,1191934327.553058
375,172.16.2.114,70.85.4.244,1191934327.553604
376,70.85.4.244,172.16.2.114,1191934327.557772
377,70.85.4.244,172.16.2.114,1191934327.557823
378,172.16.2.114,209.85.129.166,1191934327.60244
379,172.16.2.114,209.85.129.166,1191934327.604067
380,209.85.129.166,172.16.2.114,1191934327.608562
381,172.16.2.114,70.85.4.244,1191934327.634261
382,70.85.4.244,172.16.2.114,1191934327.668017
383,172.16.2.114,70.85.4.244,1191934327.711503
384,70.85.4.244,172.16.2.114,1191934327.718545
385,172.16.2.114,70.85.4.244,1191934327.821881
386,70.85.4.244,172.16.2.114,1191934327.826972
387,172.16.2.114,70.85.4.244,1191934327.827574
388,70.85.4.244,172.16.2.114,1191934327.831508
389,172.16.2.114,70.85.4.244,1191934327.876763
390,70.85.4.244,172.16.2.114,1191934328.075446
391,209.85.129.166,172.16.2.114,1191934328.55012
392,172.16.2.114,209.85.129.166,1191934328.591761
393,172.16.2.114,209.85.129.166,1191934328.638412
394,70.85.4.244,172.16.2.114,1191934328.698273
395,70.85.4.244,172.16.2.114,1191934328.698302
396,216.73.86.152,172.16.2.114,1191934328.704625
397,209.85.129.166,172.16.2.114,1191934328.780478
398,172.16.2.114,70.85.4.244,1191934328.868763
399,172.16.2.114,70.85.4.244,1191934328.871842
400,70.85.4.244,172.16.2.114,1191934328.873503
401,172.16.2.114,70.85.4.244,1191934329.037434
402,70.85.4.244,172.16.2.114,1191934329.039166
403,70.85.4.244,172.16.2.114,1191934329.043714
404,172.16.2.114,70.85.4.244,1191934329.204957
405,70.85.4.244,172.16.2.114,1191934329.210952
406,172.16.2.114,70.85.4.244,1191934329.294815
407,172.16.2.114,70.85.4.244,1191934329.370819
408,70.85.4.244,172.16.2.114,1191934329.374777
409,70.85.4.244,172.16.2.114,1191934329.481872
410,172.16.2.114,70.85.4.244,1191934329.532416
411,172.16.2.114,70.85.4.244,1191934329.642325
412,172.16.2.114,70.85.4.244,1191934329.642603
413,70.85.4.244,172.16.2.114,1191934329.644131
414,70.85.4.244,172.16.2.114,1191934329.681758
415,172.16.2.114,70.85.4.244,1191934330.866553
416,70.85.4.244,172.16.2.114,1191934330.8682
417,172.16.2.114,70.85.4.244,1191934331.534482
418,70.85.4.244,172.16.2.114,1191934331.536011
419,216.73.86.152,172.16.2.114,1191934331.684634
420,172.16.2.114,216.73.86.152,1191934331.79169
421,216.73.86.152,172.16.2.114,1191934331.793521
422,216.73.86.152,172.16.2.114,1191934331.793582
423,172.16.2.114,216.73.86.152,1191934331.906741
424,216.73.86.152,172.16.2.114,1191934331.909799
425,216.73.86.152,172.16.2.114,1191934331.910806
426,70.85.4.244,172.16.2.114,1191934331.96164
427,70.85.4.244,172.16.2.114,1191934331.961665
428,70.85.4.244,172.16.2.114,1191934331.993383
429,172.16.2.114,216.73.86.152,1191934332.016482
430,70.85.4.244,172.16.2.114,1191934332.029573
431,172.16.2.114,70.85.4.244,1191934332.113781
432,172.16.2.114,70.85.4.244,1191934332.113845
433,207.211.65.23,172.16.2.114,1191934332.127541
434,70.85.4.244,172.16.2.114,1191934334.8896
435,70.85.4.244,172.16.2.114,1191934334.889623
436,172.16.2.114,70.85.4.244,1191934335.044683
437,70.85.4.244,172.16.2.114,1191934335.047536
438,70.85.4.244,172.16.2.114,1191934335.04759
439,172.16.2.114,70.85.4.244,1191934335.048576
440,70.85.4.244,172.16.2.114,1191934335.053561
441,70.85.4.244,172.16.2.114,1191934335.053622
442,207.211.65.23,172.16.2.114,1191934335.08949
443,172.16.2.114,70.85.4.244,1191934335.204439
444,172.16.2.114,70.85.4.244,1191934335.205661
445,172.16.2.114,70.85.4.244,1191934335.205694
446,70.85.4.244,172.16.2.114,1191934335.212927
447,172.16.2.114,70.85.4.244,1191934335.213111
448,70.85.4.244,172.16.2.114,1191934335.220978
449,172.16.2.114,207.211.65.23,1191934335.291219
450,207.211.65.23,172.16.2.114,1191934335.293269
451,207.211.65.23,172.16.2.114,1191934335.293324
452,172.16.2.114,70.85.4.244,1191934335.371861
453,70.85.4.244,172.16.2.114,1191934335.376524
454,172.16.2.114,70.85.4.244,1191934335.378294
455,70.85.4.244,172.16.2.114,1191934335.381163
456,172.16.2.114,207.211.65.23,1191934335.481782
457,172.16.2.114,207.211.65.23,1191934335.484774
458,172.16.2.114,207.211.65.23,1191934335.485615
459,207.211.65.23,172.16.2.114,1191934335.487598
460,207.211.65.23,172.16.2.114,1191934335.535498
461,172.16.2.114,70.85.4.244,1191934335.537825
462,70.85.4.244,172.16.2.114,1191934335.592443
463,172.16.2.114,70.85.4.244,1191934335.748504
464,70.85.4.244,172.16.2.114,1191934335.751493
465,172.16.2.114,70.85.4.244,1191934335.918336
466,172.16.2.114,70.85.4.244,1191934335.920292
467,70.85.4.244,172.16.2.114,1191934335.923506
468,70.85.4.244,172.16.2.114,1191934335.928367
469,172.16.2.114,70.85.4.244,1191934336.027418
470,70.85.4.244,172.16.2.114,1191934336.066312
471,172.16.2.114,70.85.4.244,1191934336.088317
472,70.85.4.244,172.16.2.114,1191934336.093024
473,172.16.2.114,70.85.4.244,1191934336.221285
474,70.85.4.244,172.16.2.114,1191934336.224878
475,172.16.2.114,70.85.4.244,1191934336.246671
476,172.16.2.114,70.85.4.244,1191934336.381816
477,70.85.4.244,172.16.2.114,1191934336.391649
478,70.85.4.244,172.16.2.114,1191934336.423951
479,70.85.4.244,172.16.2.114,1191934336.491972
480,172.16.2.114,70.85.4.244,1191934336.591949
481,70.85.4.244,172.16.2.114,1191934336.650812
482,209.85.129.166,172.16.2.114,1191934336.653115
483,172.16.2.114,209.85.129.166,1191934336.697396
484,70.85.4.244,172.16.2.114,1191934336.796054
485,172.16.2.114,70.85.4.244,1191934336.814663
486,172.16.2.114,209.85.129.166,1191934336.855122
487,209.85.129.166,172.16.2.114,1191934336.997327
488,70.85.4.244,172.16.2.114,1191934336.997355
489,172.16.2.114,209.85.129.166,1191934337.743258
490,209.85.129.166,172.16.2.114,1191934337.771875
491,209.85.129.166,172.16.2.114,1191934337.775835
492,172.16.2.114,209.85.129.166,1191934337.815757
493,172.16.2.114,209.85.129.166,1191934337.83838
494,172.16.2.114,209.85.129.166,1191934337.83839
495,209.85.129.166,172.16.2.114,1191934337.840076
496,209.85.129.166,172.16.2.114,1191934337.844016
497,172.16.2.114,209.85.129.166,1191934337.88379
498,172.16.2.114,209.85.129.166,1191934337.891946
499,209.85.129.166,172.16.2.114,1191934337.998093
500,209.85.129.166,172.16.2.114,1191934337.99812
501,207.211.65.23,172.16.2.114,1191934337.998195
502,172.16.2.114,207.211.65.23,1191934338.187616
503,207.211.65.23,172.16.2.114,1191934338.298164
504,72.14.217.147,172.16.2.114,1191934338.489791
505,84.53.182.49,172.16.2.114,1191934338.554165
506,172.16.2.114,70.85.4.244,1191934338.58457
507,70.85.4.244,172.16.2.114,1191934338.585836
508,172.16.2.114,84.53.182.49,1191934338.59009
509,84.53.182.49,172.16.2.114,1191934338.592126
510,84.53.182.49,172.16.2.114,1191934338.592183
511,172.16.2.114,84.53.182.49,1191934338.616054
512,172.16.2.114,84.53.182.49,1191934338.622135
513,84.53.182.49,172.16.2.114,1191934338.623338
514,172.16.2.114,70.85.4.244,1191934338.813765
515,70.85.4.244,172.16.2.114,1191934338.815045
516,172.16.2.114,84.53.182.49,1191934339.200554
517,84.53.182.49,172.16.2.114,1191934339.208271
518,212.187.213.180,172.16.2.114,1191934339.46728
519,172.16.2.114,212.187.213.180,1191934339.684026
520,212.187.213.180,172.16.2.114,1191934339.714977
521,212.187.213.180,172.16.2.114,1191934339.715058
522,172.16.2.114,212.187.213.180,1191934339.760576
523,212.187.213.180,172.16.2.114,1191934339.76329
524,212.187.213.180,172.16.2.114,1191934339.763836
525,172.16.2.114,212.187.213.180,1191934339.802593
526,72.14.217.147,172.16.2.114,1191934341.41382
527,172.16.2.114,72.14.217.147,1191934341.473688
528,72.14.217.147,172.16.2.114,1191934341.479919
529,70.85.4.244,172.16.2.114,1191934341.479949
530,70.85.4.244,172.16.2.114,1191934341.479972
531,72.14.217.147,172.16.2.114,1191934341.480075
532,172.16.2.114,72.14.217.147,1191934341.526388
533,172.16.2.114,72.14.217.147,1191934341.581966
534,72.14.217.147,172.16.2.114,1191934341.710349
535,172.16.2.114,72.14.217.147,1191934342.584215
536,72.14.217.147,172.16.2.114,1191934342.585581
